id,name,price,sold,rating
2019,Tecno,61229,156065,2.94
2020,Colorful,87132,568145,2.67
2021,MSI,196430,885307,1.8
2022,HP,270518,722791,2.46
2023,AXL,269865,288831,2.32
2024,ASUS,520032,505250,3.58
2025,Xiaomi,114179,886015,3.66
2026,Asus,188433,923078,4.33
2027,Avita,77307,440315,3.39
2028,Infinix,74249,421411,1.67
2029,Honor,164980,873563,3.34
2030,Acer,46319,948844,2.93
2031,Wings,425376,668286,1.95
2032,Jio,177058,118220,4.62
2033,Dell,236043,15390,3.4
2034,Xiaomi,206459,258407,1.41
2035,LG,462072,828284,1.54
2036,iBall,572110,860068,1.08
2037,Microsoft,582253,762188,3.65
2038,Asus,152960,237168,4.46
2039,Huawei,465116,204340,2.42
2040,Xiaomi,358675,413895,4.4
2041,Acer,196585,832610,2.1
2042,Gigabyte,468883,343579,2.24
2043,Dell,323157,45225,3.07
2044,Walker,484957,704227,1.7
2045,Honor,318051,13815,4.59
2046,Wings,163197,524107,3.91
2047,Zebronics,249385,980074,2.03
2048,Ultimus,541615,216305,3.28
2049,Xiaomi,415922,428295,3.36
2050,Samsung,46349,533940,4.15
2051,Xiaomi,321576,470402,4.95
2052,Asus,384934,332575,1.52
2053,Walker,380103,310487,2.58
2054,Chuwi,31510,808281,4.75
2055,Acer,108397,398946,3.93
2056,Microsoft,497972,18249,1.22
2057,Gigabyte,370757,101228,2.4
2058,Razer,569417,596835,2.61
2059,Apple,420053,620528,4.4
2060,Razer,25885,240683,2.44
2061,Asus,278071,970713,4.41
2062,iBall,458751,374738,1.73
2063,Zebronics,433669,444473,3.05
2064,Tecno,560948,841386,3.65
2065,Apple,175222,431281,2.66
2066,LG,307072,144372,1.74
2067,Avita,597389,493216,2.28
2068,Samsung,387307,868559,2.58
2069,Gigabyte,98635,403145,1.02
2070,LG,508907,126232,2.97
2071,Primebook,270972,583260,1.57
2072,Razer,224670,555008,2.48
2073,Fujitsu,509415,842267,3.71
2074,AXL,420931,151396,1.21
2075,Samsung,30836,683040,2.64
2076,Asus,275949,516532,1.69
2077,MSI,266076,999865,4.09
2078,Apple,124267,901678,3.76
2079,Razer,206206,854262,2.1
2080,Tecno,36375,17519,4.87
2081,AXL,177147,828772,2.63
2082,Ultimus,33806,114278,3.66
2083,Samsung,147962,930883,3.71
2084,Primebook,299766,452602,4.25
2085,Honor,73735,791632,2.26
2086,Razer,313302,207368,1.9
2087,Acer,193846,683931,3.63
2088,Acer,110987,656133,4.41
2089,Colorful,507121,896148,2.63
2090,AXL,308850,939129,3.13
2091,ASUS,567706,333225,3.27
2092,Gigabyte,382291,168148,3.4
2093,Avita,74378,991243,2.56
2094,Fujitsu,353480,609430,2.4
2095,MSI,190861,767230,2.94
2096,Huawei,151194,328420,3.67
2097,Ultimus,53439,574299,1.17
2098,Walker,592867,642053,3.05
2099,Huawei,179446,467252,3.79
2100,Walker,214730,809366,3.2
2101,Walker,144792,743557,2.98
2102,Tecno,167450,458627,2.17
2103,Colorful,502891,874709,3.6
2104,Wings,258291,842710,1.33
2105,Ultimus,228377,44652,3.85
2106,Lenovo,426558,646739,4.53
2107,ASUS,443280,582290,2.68
2108,Razer,595756,125470,3.79
2109,Primebook,473710,602338,2.8
2110,Razer,506102,355767,4.66
2111,Walker,16396,142234,1.89
2112,Avita,334033,360776,3.53
2113,ASUS,191254,306999,2.64
2114,iBall,254441,761156,3.79
2115,AXL,398985,970912,4.2
2116,Jio,571459,276909,4.65
2117,Microsoft,271826,218904,4.61
2118,Jio,405493,244341,4.73
2119,Infinix,148097,219362,1.37
2120,Fujitsu,451356,915083,2.57
2121,Ninkear,468685,541686,2.08
2122,MSI,359537,901455,3.49
2123,Fujitsu,232649,130515,4.78
2124,Microsoft,440969,17572,4.85
2125,Avita,571896,445037,4.2
2126,LG,461217,592321,1.21
2127,Primebook,72816,753449,1.8
2128,Tecno,565891,599692,1.6
2129,Walker,407838,777977,2.81
2130,Acer,262130,693998,1.09
2131,MSI,387499,283777,1.81
2132,Lenovo,153991,919943,1.73
2133,Infinix,305131,502998,3.37
2134,Jio,295811,999081,4.58
2135,iBall,185695,263721,2.02
2136,ASUS,547790,379137,3.64
2137,Jio,391542,905416,1.6
2138,Apple,178201,153018,1.84
2139,MSI,186683,838345,1.23
2140,Infinix,147407,330481,3.24
2141,Huawei,186683,185174,3.68
2142,Ultimus,240755,897560,2.41
2143,MSI,286078,900583,4.89
2144,HP,363310,472793,4.94
2145,Ultimus,576632,791451,4.93
2146,Lenovo,427809,809558,3.25
2147,Avita,527979,243715,3.35
2148,Microsoft,597631,277847,1.46
2149,LG,511036,234815,4.43
2150,Honor,17905,251666,2.04
2151,Asus,129703,910563,2.38
2152,Gigabyte,443675,194694,4.06
2153,Samsung,309241,273335,2.92
2154,Ninkear,176698,876341,4.58
2155,MSI,317997,783058,3.7
2156,Ninkear,163885,121464,3.58
2157,Gigabyte,468976,548718,4.18
2158,Honor,553218,833380,3.04
2159,Lenovo,334114,597133,1.74
2160,Fujitsu,251026,126836,4.03
2161,Fujitsu,95558,448659,1.85
2162,Avita,111366,235777,2.19
2163,Primebook,362136,427838,3.31
2164,Razer,113558,374742,3.86
2165,LG,351967,137479,2.19
2166,LG,270403,820206,3.75
2167,Apple,46793,593997,1.02
2168,Colorful,73206,422214,3.55
2169,iBall,415623,881741,3.84
2170,iBall,524111,727079,3.92
2171,Gigabyte,461668,139055,1.85
2172,Acer,172200,61959,2.22
2173,HP,351837,477046,1.19
2174,Ninkear,383522,630067,3.96
2175,Zebronics,147033,372468,4.06
2176,ASUS,366320,910606,4.53
2177,Jio,227361,315095,3.99
2178,Tecno,144787,610640,3.57
2179,ASUS,573341,999469,4.86
2180,Microsoft,262121,619965,1.99
2181,Walker,156992,903613,3.45
2182,Dell,388346,211550,3.74
2183,HP,95464,915874,1.82
2184,iBall,536899,94987,1.01
2185,Jio,34134,990506,1.03
2186,MSI,503623,574271,1.29
2187,Microsoft,574372,117333,4.89
2188,Microsoft,500700,443900,2.49
2189,Avita,564185,53808,4.77
2190,MSI,390519,34491,1.6
2191,HP,525355,925936,2.68
2192,Primebook,399394,974583,2.15
2193,Huawei,281035,892067,4.21
2194,Acer,83425,882672,2.02
2195,Acer,404036,164353,3.98
2196,Microsoft,477780,206625,3.72
2197,Avita,409212,909458,1.17
2198,LG,49255,744548,3.22
2199,Walker,480457,222946,1.16
2200,Microsoft,482633,781897,3.48
2201,Huawei,118283,655133,4.49
2202,MSI,425149,267968,4.63
2203,Lenovo,239184,748445,3.52
2204,Dell,494307,383560,4.86
2205,Dell,424726,360089,4.19
2206,Acer,236394,847976,1.55
2207,Dell,277229,946330,3.82
2208,Acer,258090,30437,4.64
2209,Acer,279998,634107,3.28
2210,Dell,384722,448863,3.88
2211,MSI,561709,832599,3.74
2212,Microsoft,217652,413423,1.55
2213,Colorful,342597,572813,3.29
2214,Fujitsu,214601,674088,4.77
2215,Zebronics,557670,936741,2.03
2216,Honor,337255,987607,1.96
2217,Avita,224135,45536,1.07
2218,Apple,221870,848505,2.93
2219,Chuwi,342332,669867,3.65
2220,Xiaomi,420084,536267,3.85
2221,Zebronics,356038,304938,1.34
2222,Jio,99893,516108,4.23
2223,Infinix,242529,875732,4.32
2224,Apple,545842,911522,2.25
2225,Honor,129153,986745,4.09
2226,HP,65039,571892,2.16
2227,Jio,105812,71732,3.93
2228,Lenovo,220930,955189,1.93
2229,Chuwi,462498,499830,3.99
2230,Infinix,450000,884128,1.62
2231,LG,203231,248723,1.1
2232,Avita,32001,70142,2.63
2233,Acer,229670,278417,3.63
2234,Jio,552993,709720,2.42
2235,ASUS,111867,871491,3.48
2236,Razer,29427,573564,1.07
2237,Tecno,569337,357104,3.35
2238,Avita,45931,806611,3.85
2239,LG,456215,391599,3.16
2240,Fujitsu,130667,319470,1.38
2241,HP,167843,769653,4.63
2242,MSI,382787,409856,4.6
2243,Tecno,114807,506541,3.82
2244,HP,329964,717087,1.89
2245,Ninkear,352641,149388,1.31
2246,Infinix,371958,578334,4.0
2247,Xiaomi,435570,776673,2.57
2248,Fujitsu,588284,996863,3.29
2249,Zebronics,45610,223419,4.35
2250,Dell,530300,679535,4.15
2251,Wings,595354,367871,3.88
2252,Xiaomi,121017,598717,3.15
2253,Honor,407637,841021,3.3
2254,Razer,15854,161638,3.39
2255,MSI,259031,951594,2.24
2256,Samsung,166552,688396,3.65
2257,Wings,590631,609272,3.49
2258,AXL,181674,576163,3.38
2259,MSI,365758,140451,1.4
2260,Acer,319723,542542,2.51
2261,Fujitsu,505533,828583,1.89
2262,Jio,154850,861835,1.12
2263,Primebook,160564,406466,1.55
2264,Chuwi,250928,403358,1.39
2265,HP,213501,516079,4.88
2266,Tecno,497616,127779,3.51
2267,Chuwi,276111,584873,2.99
2268,Asus,117986,412897,2.43
2269,Primebook,237696,408161,3.69
2270,Infinix,221213,13078,2.25
2271,Colorful,136476,935414,2.29
2272,LG,37302,56890,2.19
2273,Primebook,83502,291324,2.35
2274,HP,391539,381448,1.06
2275,Zebronics,505867,799639,3.7
2276,Ultimus,447998,375933,1.04
2277,iBall,399478,145097,1.3
2278,Ultimus,497314,516687,3.95
2279,Acer,485218,406289,4.69
2280,Dell,352994,994735,3.26
2281,Lenovo,132774,205685,2.72
2282,Avita,501525,413117,4.92
2283,Chuwi,412177,178169,4.26
2284,Lenovo,196312,165808,3.13
2285,Apple,590663,682612,2.43
2286,Samsung,406078,630182,2.29
2287,Huawei,563866,697514,4.67
2288,Samsung,124954,458552,3.49
2289,Huawei,90358,624794,4.74
2290,Huawei,208537,904566,4.52
2291,Ultimus,370434,325953,2.23
2292,Asus,354769,647034,3.8
2293,Honor,543197,752239,2.88
2294,Huawei,290646,391206,2.91
2295,Razer,37807,336499,2.43
2296,Walker,150094,711821,3.39
2297,HP,326091,574537,1.19
2298,Samsung,139807,611591,4.31
2299,Samsung,535500,674270,2.0
2300,Ultimus,308159,118992,4.95
2301,MSI,238347,460362,1.35
2302,Ultimus,512344,131599,2.31
2303,Microsoft,444440,369861,4.25
2304,ASUS,199885,272198,1.54
2305,Fujitsu,157485,940829,1.99
2306,Chuwi,478275,265984,4.9
2307,Gigabyte,440814,129883,2.22
2308,Honor,257780,202733,3.41
2309,LG,246954,47473,3.31
2310,LG,446144,907240,3.44
2311,Tecno,228188,382604,3.29
2312,Walker,448470,574526,4.62
2313,Samsung,190288,912610,2.66
2314,Apple,548609,312079,2.12
2315,Walker,222709,80852,2.61
2316,Infinix,451373,800175,1.73
2317,Jio,21162,889062,4.4
2318,Dell,521331,473135,3.22
2319,ASUS,513229,247962,4.43
2320,Fujitsu,299694,973905,2.34
2321,Ninkear,476913,117808,2.78
2322,Lenovo,88236,98917,4.84
2323,LG,26865,949221,4.42
2324,Microsoft,69364,79048,4.05
2325,Ultimus,394219,280645,3.18
2326,Walker,81168,25574,1.43
2327,Huawei,166784,985146,1.9
2328,Infinix,49196,352065,3.22
2329,Zebronics,181818,928056,1.44
2330,Tecno,528786,242684,3.57
2331,Honor,483387,805667,3.11
2332,Apple,41347,521493,4.84
2333,Apple,58253,492496,2.4
2334,Asus,288961,181362,1.05
2335,iBall,87779,270847,1.89
2336,Asus,196165,719602,4.3
2337,Apple,208356,596663,3.17
2338,Jio,177400,849790,3.42
2339,Infinix,493144,884673,3.98
2340,Zebronics,439251,111940,3.25
2341,Xiaomi,254545,729356,3.34
2342,Samsung,121255,189010,1.32
2343,Dell,541529,816314,4.82
2344,Infinix,182865,124421,4.11
2345,Walker,222821,220800,3.19
2346,Asus,107630,537285,3.05
2347,Chuwi,46871,530597,4.04
2348,Walker,526088,254826,2.44
2349,Primebook,256176,883164,4.21
2350,Xiaomi,80152,551846,2.4
2351,Avita,267242,8115,1.98
2352,LG,52523,540415,4.1
2353,Asus,560351,233699,3.93
2354,Jio,227337,269648,4.58
2355,Avita,374409,62999,3.86
2356,Ninkear,213202,858708,1.25
2357,Colorful,555614,98124,1.97
2358,LG,295895,166522,2.82
2359,Avita,134908,694790,2.4
2360,Acer,165423,986307,1.96
2361,Gigabyte,424475,281706,1.63
2362,iBall,262271,591757,4.09
2363,Dell,47713,927046,2.45
2364,Gigabyte,316948,653210,3.95
2365,Asus,193372,55809,1.35
2366,Apple,478857,212466,2.22
2367,HP,444241,227835,4.13
2368,LG,48347,544137,1.04
2369,LG,235000,955220,1.62
2370,Ninkear,528295,566554,2.99
2371,Ultimus,486547,140121,3.57
2372,Razer,345802,506643,1.05
2373,Acer,165486,312902,2.17
2374,Chuwi,131361,537326,1.58
2375,Honor,107741,792980,1.45
2376,Apple,364086,328222,4.96
2377,Ultimus,91586,87349,4.21
2378,MSI,430120,857198,1.07
2379,Acer,278752,491370,2.15
2380,Gigabyte,274949,777607,4.11
2381,Ultimus,442041,570544,3.42
2382,Dell,41274,499266,2.61
2383,Ninkear,49285,630677,3.33
2384,AXL,23518,559792,4.55
2385,Xiaomi,42848,67064,1.56
2386,Dell,44418,476709,1.19
2387,Honor,38347,675854,2.91
2388,Wings,538875,190480,4.08
2389,MSI,85948,831237,3.49
2390,Asus,534028,178203,3.86
2391,Jio,70785,617327,1.47
2392,Avita,31541,711179,4.55
2393,Samsung,535309,811825,3.98
2394,Ninkear,123954,663158,3.25
2395,Colorful,133536,68638,4.3
2396,Samsung,507071,848734,2.03
2397,iBall,158766,434425,1.31
2398,MSI,265629,77616,4.38
2399,Dell,384099,347559,3.29
2400,Ultimus,68964,244828,1.31
2401,Honor,57633,347727,1.42
2402,Gigabyte,253426,42649,3.03
2403,Walker,487797,656187,4.77
2404,Huawei,322557,859011,1.55
2405,Dell,588140,445444,2.44
2406,Ultimus,371953,32133,3.74
2407,Samsung,84093,42062,4.76
2408,Tecno,465604,943293,2.56
2409,Colorful,266648,80495,3.3
2410,Tecno,564430,490412,1.1
2411,Tecno,380879,558680,2.57
2412,Samsung,547379,299831,3.64
2413,MSI,229643,680131,4.32
2414,iBall,19525,218562,1.97
2415,LG,43068,677256,4.61
2416,Avita,235062,513388,4.0
2417,Infinix,585578,672655,2.22
2418,Fujitsu,412544,639867,3.7
2419,Dell,327715,457153,2.78
2420,Razer,295798,855444,3.81
2421,Walker,61573,570490,3.79
2422,MSI,197843,439037,2.29
2423,Avita,261900,139633,4.36
2424,Zebronics,53282,28842,4.08
2425,LG,544544,522436,2.31
2426,Huawei,86472,465021,1.95
2427,Tecno,370386,974262,2.52
2428,iBall,427759,748810,2.72
2429,Gigabyte,109318,956030,1.77
2430,Ultimus,525966,215012,4.99
2431,Dell,173289,540296,2.93
2432,Chuwi,114472,403368,4.38
2433,Walker,39394,900074,4.05
2434,Microsoft,247288,658296,4.68
2435,ASUS,76760,482595,4.54
2436,Microsoft,229627,839682,4.55
2437,AXL,593760,650195,3.43
2438,HP,9119,514659,3.28
2439,Avita,17027,60719,3.34
2440,Xiaomi,493202,782166,1.18
2441,Gigabyte,436134,794586,3.93
2442,Zebronics,234762,367859,1.48
2443,Razer,275283,102258,1.94
2444,Razer,70465,781734,2.17
2445,Fujitsu,404718,955462,3.94
2446,Asus,45587,982309,2.8
2447,Avita,589412,537977,1.33
2448,Dell,94964,272794,2.31
2449,Ultimus,61963,169593,2.19
2450,Acer,35500,948184,1.53
2451,Acer,224209,750328,3.43
2452,LG,225805,806250,3.03
2453,Chuwi,89477,917838,4.63
2454,Asus,287515,106970,2.96
2455,AXL,492255,652287,2.65
2456,Xiaomi,56886,519998,3.24
2457,Chuwi,471528,256229,3.35
2458,Acer,231516,674419,3.03
2459,Ninkear,173390,425321,3.47
2460,Acer,439855,799338,4.28
2461,Zebronics,393868,558340,1.29
2462,Wings,470337,278755,4.67
2463,Asus,329719,707645,2.4
2464,Huawei,50212,407491,1.86
2465,HP,170840,394653,2.24
2466,ASUS,80117,127423,4.13
2467,Gigabyte,450061,967696,1.18
2468,Acer,251241,938000,4.82
2469,ASUS,498539,439225,2.34
2470,Dell,359195,244481,1.85
2471,Samsung,319513,197241,1.12
2472,Chuwi,128447,190721,3.57
2473,LG,399152,100863,3.2
2474,Microsoft,34880,192535,4.06
2475,Jio,547860,627673,1.71
2476,Xiaomi,28855,325127,3.31
2477,Avita,350015,976812,4.29
2478,Asus,416538,676245,1.38
2479,Avita,343888,55700,1.75
2480,Fujitsu,337966,379836,3.41
2481,Razer,404159,460595,4.88
2482,Infinix,139435,706661,2.57
2483,Ninkear,535910,701606,2.86
2484,Primebook,48350,743981,2.26
2485,Avita,109792,543808,1.86
2486,Ultimus,225392,312926,1.64
2487,Tecno,112665,57827,4.5
2488,HP,97477,305313,3.55
2489,Xiaomi,528019,913028,3.42
2490,Chuwi,31933,597389,3.76
2491,Fujitsu,199724,354003,3.84
2492,Microsoft,338052,422428,4.1
2493,Chuwi,179729,232676,3.03
2494,Wings,216555,23899,1.33
2495,Acer,416792,963674,4.88
2496,Infinix,27996,286533,2.41
2497,Ultimus,163284,408061,3.39
2498,Dell,568860,730750,1.91
2499,HP,395743,661282,3.52
2500,Huawei,392932,992343,4.69
2501,HP,509967,257264,2.9
2502,AXL,243557,166854,4.28
2503,Xiaomi,198985,82856,2.16
2504,Walker,244235,556786,4.46
2505,AXL,160529,20839,3.61
2506,Microsoft,357717,104609,2.21
2507,Dell,366335,579676,3.58
2508,iBall,243426,398594,1.12
2509,Primebook,306951,403501,1.25
2510,Xiaomi,495259,706346,2.08
2511,Lenovo,520760,594316,4.7
2512,iBall,156602,51621,1.84
2513,Jio,131736,349831,1.2
2514,Jio,154000,611357,4.63
2515,Jio,302188,103794,1.96
2516,Infinix,15978,705561,1.67
2517,Jio,19079,20173,1.02
2518,Zebronics,293730,190093,4.73
2519,Walker,576146,149751,3.14
2520,Colorful,89080,108826,2.12
2521,Gigabyte,513502,985948,3.74
2522,Primebook,172735,716834,1.55
2523,Microsoft,484151,482237,1.82
2524,Acer,107887,530903,2.62
2525,LG,15266,892702,4.49
2526,Acer,403908,898524,3.84
2527,Chuwi,157530,539086,2.04
2528,Dell,342807,482424,2.37
2529,Dell,165986,764625,4.57
2530,Dell,34792,627591,2.2
2531,Fujitsu,411178,656109,2.39
2532,Zebronics,579950,666470,1.84
2533,Honor,328410,43926,1.26
2534,iBall,592187,131652,3.38
2535,Samsung,54383,679568,4.44
2536,AXL,479914,292063,3.84
2537,Jio,112289,445657,2.44
2538,Zebronics,381489,910672,4.46
2539,Razer,325431,969737,2.87
2540,Samsung,79179,798259,3.42
2541,HP,568044,247055,4.92
2542,LG,569431,485034,2.99
2543,Wings,433275,126791,3.96
2544,Lenovo,160946,262427,3.38
2545,AXL,499630,187273,3.59
2546,Samsung,104679,269007,1.89
2547,Primebook,333177,254516,4.42
2548,Walker,377631,409296,2.34
2549,Dell,461517,568970,3.01
2550,Zebronics,487555,242571,4.45
2551,Jio,518401,699850,1.42
2552,Avita,392068,483274,1.14
2553,Xiaomi,116597,512016,2.58
2554,Wings,311846,776713,1.05
2555,iBall,429309,458491,2.38
2556,Xiaomi,178206,435875,2.36
2557,Ultimus,368862,320265,3.55
2558,Asus,131788,265258,4.03
2559,Dell,12388,949875,1.31
2560,Chuwi,44525,302918,3.97
2561,Dell,166162,388499,2.63
2562,Primebook,453115,447197,1.55
2563,Xiaomi,458821,734372,4.08
2564,Chuwi,573838,212656,2.49
2565,Fujitsu,423972,473395,2.91
2566,Acer,298542,298421,2.27
2567,HP,373045,689362,1.65
2568,HP,432991,726757,3.61
2569,Ultimus,402984,41552,2.74
2570,Ninkear,297828,570829,1.91
2571,HP,425460,196999,2.98
2572,Ninkear,209197,84785,4.52
2573,Walker,276397,887449,4.04
2574,Infinix,302455,955419,2.07
2575,AXL,444971,836883,2.18
2576,Asus,241631,449124,2.44
2577,Lenovo,157487,764664,2.13
2578,AXL,313834,649158,2.2
2579,Walker,160399,539917,3.53
2580,Microsoft,542759,601398,1.25
2581,Asus,496329,660059,3.43
2582,Apple,449252,529498,3.57
2583,Gigabyte,8519,901097,2.24
2584,Chuwi,124532,675527,4.83
2585,ASUS,200448,509031,4.14
2586,Huawei,253726,152656,3.58
2587,Gigabyte,575590,821930,3.51
2588,Xiaomi,252481,788212,2.25
2589,LG,363580,183706,4.92
2590,Zebronics,359567,446863,1.67
2591,Huawei,68440,877171,3.52
2592,Ninkear,491741,426677,4.02
2593,Honor,433999,325334,1.61
2594,Colorful,433122,129101,3.62
2595,Dell,36270,660847,3.2
2596,ASUS,564775,578078,2.94
2597,Samsung,383317,453806,2.72
2598,Ninkear,282702,650479,4.44
2599,AXL,375839,847017,1.69
2600,Xiaomi,530731,556423,2.77
2601,Lenovo,155351,654839,4.17
2602,Fujitsu,295621,136294,1.57
2603,Ultimus,152930,207078,1.98
2604,Huawei,330372,526438,1.06
2605,iBall,562030,835644,2.0
2606,MSI,38039,645502,3.49
2607,Walker,139506,66733,4.39
2608,Avita,90313,723626,3.69
2609,Ninkear,253003,939867,3.47
2610,Walker,193069,325744,1.8
2611,Razer,565057,890565,3.67
2612,iBall,523544,701952,4.74
2613,Chuwi,257735,359938,1.79
2614,AXL,416483,427390,3.9
2615,Gigabyte,359492,903150,2.57
2616,Colorful,598911,536521,3.44
2617,Asus,409543,247251,1.29
2618,Avita,408984,391472,1.24
2619,Tecno,520511,889102,4.38
2620,Razer,311008,951366,3.83
2621,Chuwi,535793,187005,3.97
2622,AXL,99024,549091,3.56
2623,Xiaomi,125390,162253,2.5
2624,Gigabyte,470871,808348,4.63
2625,Razer,298058,929604,2.81
2626,AXL,552061,802742,3.1
2627,Honor,566458,306629,4.66
2628,Avita,14147,456385,2.08
2629,Honor,524910,792097,3.22
2630,Lenovo,261753,561753,2.08
2631,Jio,76250,827796,2.6
2632,Razer,272625,684410,3.06
2633,Dell,104917,788971,1.53
2634,ASUS,423940,978932,1.94
2635,Walker,256376,624640,1.62
2636,ASUS,98379,406285,2.83
2637,iBall,85834,658339,2.75
2638,Razer,123684,343758,1.2
2639,Acer,370410,64950,1.87
2640,HP,132586,364925,3.79
2641,ASUS,280033,989348,1.74
2642,Microsoft,358078,800930,4.31
2643,Chuwi,290089,116838,3.55
2644,Avita,42841,208832,1.0
2645,AXL,15954,272701,4.47
2646,Dell,273031,220443,2.22
2647,Avita,32988,277921,3.8
2648,Lenovo,433415,714695,4.69
2649,Avita,565524,968086,3.3
2650,Chuwi,43462,666630,2.21
2651,ASUS,260187,822932,1.55
2652,LG,464186,871886,1.55
2653,Huawei,198528,176308,4.08
2654,Lenovo,591309,930817,2.03
2655,Primebook,235178,259509,4.78
2656,Honor,45025,684857,4.31
2657,Walker,192704,561834,2.93
2658,Wings,317178,507288,4.91
2659,Lenovo,498016,456363,1.56
2660,Honor,150507,723188,1.68
2661,Apple,191865,430979,2.46
2662,MSI,286267,980522,1.53
2663,Primebook,196355,783387,1.85
2664,Primebook,571404,433694,3.64
2665,Ultimus,596353,714569,2.96
2666,ASUS,580914,23746,2.23
2667,Acer,365475,844951,4.66
2668,Microsoft,429196,932940,1.27
2669,LG,599213,923429,2.18
2670,AXL,424154,675276,2.4
2671,iBall,168950,632721,1.51
2672,Chuwi,148602,970482,2.51
2673,Colorful,299421,490643,2.79
2674,Razer,282273,942196,1.78
2675,Fujitsu,388510,621069,4.85
2676,Asus,207376,605037,4.13
2677,Primebook,38007,775016,2.37
2678,ASUS,44393,960571,1.65
2679,Wings,543526,371862,1.69
2680,HP,242048,446781,1.99
2681,Wings,590285,724636,1.31
2682,Honor,112192,569157,1.81
2683,Colorful,474181,771485,3.67
2684,Primebook,450539,262311,3.82
2685,Walker,468657,979992,1.06
2686,Dell,284025,17871,2.64
2687,HP,527853,934461,3.35
2688,Ultimus,527782,244618,4.21
2689,Fujitsu,155849,505965,3.91
2690,Huawei,121844,197817,2.24
2691,Lenovo,431356,275177,2.44
2692,MSI,251008,257790,2.26
2693,Chuwi,341288,337063,2.08
2694,Colorful,448405,765797,2.83
2695,Samsung,301262,890667,3.71
2696,Ninkear,69592,378627,1.32
2697,MSI,413890,838274,1.65
2698,Lenovo,352897,57890,3.86
2699,Colorful,40293,750536,1.53
2700,Microsoft,288854,559033,2.48
2701,Ultimus,592646,406697,2.07
2702,Ninkear,323444,474605,4.37
2703,Razer,347399,485763,4.49
2704,Avita,189464,175564,4.81
2705,Gigabyte,279854,460758,3.28
2706,Gigabyte,371685,25921,4.06
2707,Ultimus,455200,321739,3.93
2708,Huawei,482782,382085,1.19
2709,Huawei,8187,287310,2.1
2710,Samsung,220278,308910,4.57
2711,Microsoft,391810,861043,4.7
2712,iBall,226271,219891,1.75
2713,Acer,332862,698958,1.49
2714,Honor,189699,133324,2.16
2715,AXL,583183,185362,2.32
2716,Ultimus,497270,486871,3.53
2717,Ninkear,460161,939808,3.4
2718,Razer,86449,90059,2.61
2719,Gigabyte,49379,161571,3.84
2720,Colorful,376383,262444,2.44
2721,Apple,134363,278201,3.63
2722,Asus,507589,78174,2.52
2723,Zebronics,233358,485109,1.02
2724,Huawei,305146,681731,1.22
2725,Primebook,287026,544935,3.82
2726,Walker,358621,717385,4.41
2727,Dell,473769,698066,4.32
2728,Infinix,30686,337451,4.24
2729,iBall,298078,741952,1.85
2730,Jio,311960,785832,2.49
2731,Ninkear,336814,46032,4.71
2732,Avita,69494,56807,3.58
2733,Avita,46103,913009,1.04
2734,Colorful,156457,630316,3.49
2735,MSI,526275,981642,4.27
2736,Colorful,395308,994843,4.95
2737,Zebronics,88135,77887,3.76
2738,Chuwi,341630,962331,4.57
2739,Primebook,314514,343562,4.17
2740,Dell,78819,337015,1.91
2741,MSI,218410,10649,1.41
2742,Dell,258431,928893,4.14
2743,Wings,13471,254846,2.76
2744,Colorful,584871,478777,2.32
2745,Samsung,257254,22461,1.87
2746,Microsoft,438866,440028,1.99
2747,Apple,518165,421836,3.26
2748,Lenovo,331098,376806,2.55
2749,ASUS,471447,725660,4.1
2750,Zebronics,268879,513494,1.83
2751,Huawei,560230,35317,4.86
2752,Walker,116720,69207,4.86
2753,HP,139618,615824,1.28
2754,Primebook,568361,133269,4.32
2755,Ninkear,518692,344659,3.91
2756,Walker,150979,351862,4.68
2757,Honor,353869,521597,4.6
2758,Primebook,564580,884096,1.97
2759,Gigabyte,306334,602314,2.21
2760,Honor,77557,126544,4.54
2761,Xiaomi,157076,500367,4.67
2762,Wings,586573,596914,4.74
2763,Primebook,594571,224875,1.07
2764,Wings,129961,521477,1.05
2765,Honor,192524,716657,2.0
2766,Avita,183167,305112,4.35
2767,LG,280229,253540,4.77
2768,AXL,569900,414656,2.77
2769,Avita,296012,468343,3.71
2770,Acer,18675,113653,1.45
2771,Asus,388145,377510,4.94
2772,Zebronics,231458,686013,4.68
2773,LG,359713,951576,4.32
2774,Walker,278225,512980,2.06
2775,Primebook,512780,74929,2.84
2776,Tecno,90035,578300,3.61
2777,Infinix,62255,328089,2.55
2778,Lenovo,103722,190558,1.32
2779,Dell,431331,676194,2.36
2780,AXL,384952,788862,3.71
2781,Walker,433843,856286,4.75
2782,AXL,392762,45512,4.79
2783,Ninkear,43195,376082,4.23
2784,Microsoft,231788,333259,1.7
2785,ASUS,17935,688241,3.25
2786,Asus,33337,13847,3.73
2787,Lenovo,448536,394972,1.57
2788,Samsung,174331,306630,3.26
2789,Lenovo,19454,483987,2.31
2790,Xiaomi,234903,517493,1.85
2791,Walker,229892,332927,3.83
2792,Walker,456826,388272,1.92
2793,Infinix,249354,591078,3.1
2794,Microsoft,213579,687305,1.16
2795,Xiaomi,414440,648724,3.78
2796,Dell,326811,947218,3.14
2797,Microsoft,160589,732418,1.42
2798,HP,48667,497894,2.99
2799,Dell,497867,490984,2.2
2800,LG,435283,180749,2.66
2801,Acer,483046,385282,4.89
2802,Tecno,81020,911673,2.27
2803,Walker,136329,164904,4.06
2804,Microsoft,308308,690954,4.54
